transaction_id,transaction_amount,login_attempts,device_risk_score,transfer_frequency,anomaly_score,account_age_days,transaction_time_hour,failed_transactions_last_30d,avg_monthly_balance,daily_transaction_count,geo_distance_km,session_duration_minutes,transaction_velocity_score,payment_channel,authentication_type,card_present_flag,international_transaction_flag,suspicious_ip_flag,fraud_flag
1005223,9167.23,3,81.4,65,0.06,4162,18,1,498599.57,42,14551,111,91,Web Banking,OTP,0,1,0,FALSE
1005224,17446.48,10,51,34,0.54,873,20,13,191379.36,98,175,15,59.8,Mobile App,Two-Factor Authentication,0,0,0,FALSE
1005225,3499.65,2,82.5,36,0.28,2532,17,1,406594.98,80,4271,25,12.8,POS Terminal,OTP,0,0,0,FALSE
1005226,18595.42,11,88.6,58,0.87,1870,23,24,364795.38,27,3101,120,31.1,Mobile App,OTP,1,0,1,TRUE
1005227,1701.63,8,93.8,9,0.99,4373,2,12,395667.38,62,1171,5,57.1,Mobile App,Password Only,0,1,1,TRUE
1005228,22537.98,11,67,44,0.17,773,4,22,241820.27,8,12648,14,67.2,Mobile App,Password Only,0,0,0,FALSE
1005229,12614.26,11,10.7,36,0.23,4997,12,24,166688.26,85,12655,67,68.6,Mobile App,Biometric,0,1,1,FALSE
1005230,12732.49,5,67.4,15,0.43,1934,11,3,273244.17,76,4398,83,74.7,POS Terminal,OTP,0,0,1,FALSE
1005231,21482.34,2,23.8,5,0.61,4161,4,25,52323.68,45,14648,83,40.3,Mobile App,OTP,0,1,0,TRUE
1005232,16099.7,11,12.4,33,0.17,2800,18,12,44505.87,28,14150,8,13,Web Banking,Password Only,0,0,0,FALSE
1005233,22274.18,4,19.4,3,0.15,1539,2,10,121696.52,9,728,116,28.3,Mobile App,OTP,0,0,1,FALSE
1005234,12955.43,6,40,41,0.28,3279,16,10,406456.87,45,4203,34,90.7,Web Banking,Two-Factor Authentication,1,0,0,FALSE
1005235,8052.28,6,5.2,41,0.07,4400,17,3,305875.34,19,12894,68,0.7,Web Banking,Password Only,1,1,0,FALSE
1005236,22959.85,8,44.7,26,0.61,1793,16,0,202606.97,28,11270,44,20.8,Mobile App,Two-Factor Authentication,0,0,0,FALSE
1005237,6168.36,3,20.5,21,0.18,2571,4,21,180893.36,51,3672,43,19.9,Web Banking,Password Only,1,0,1,FALSE
1005238,1375.25,4,7.9,24,0.43,801,18,3,32779.23,66,10818,51,19.4,Web Banking,Password Only,1,1,0,FALSE
1005239,16025.35,12,7.6,0,0.32,410,16,4,409301.29,10,6128,15,80.4,Web Banking,OTP,1,0,0,FALSE
1005240,6806.57,11,95.1,80,0.1,2440,10,6,443812.62,50,5456,98,100,Web Banking,Two-Factor Authentication,1,1,1,FALSE
1005241,1478.94,12,53.2,55,0.28,3512,11,20,435426.43,99,12850,7,40.9,Web Banking,OTP,1,1,0,FALSE
1005242,15736.12,1,93,12,0.42,841,17,24,438743.75,48,3782,50,96.2,Mobile App,Biometric,1,1,1,FALSE
1005243,21473.08,11,93.6,51,0.25,4399,19,2,57624.55,67,11774,39,34.7,Web Banking,OTP,1,1,0,FALSE
1005244,8609.27,7,0,24,0.49,642,16,22,10229.36,107,2536,81,30.9,Mobile App,Password Only,1,1,1,FALSE
1005245,6575.92,10,55.4,40,0.72,2526,21,11,141527.28,72,1094,85,82.1,Mobile App,OTP,0,0,0,TRUE
1005246,7337.4,3,16.9,38,0.46,4074,7,16,221653.04,14,7234,66,0,ATM,Two-Factor Authentication,0,1,0,FALSE
1005247,8210.1,6,41.6,40,0.45,1673,22,2,374968.93,33,2751,84,68.2,Mobile App,OTP,1,1,0,FALSE
1005248,2772.72,5,13.5,72,0.73,2616,21,10,78795.15,69,1173,113,55.9,Mobile App,Biometric,1,1,0,TRUE
1005249,14671.37,4,84.4,69,0.2,1161,9,10,87355.54,13,12518,119,95.2,Mobile App,Two-Factor Authentication,1,1,0,FALSE
1005250,14141.84,3,45.7,45,0.09,1880,17,20,407057.51,8,12157,38,45.1,Mobile App,Password Only,0,0,1,FALSE
1005251,11032.46,12,4.4,33,0.17,1925,13,16,485558.24,111,11847,73,34.9,Mobile App,OTP,1,0,0,FALSE
1005252,1039.77,1,44.7,72,0.32,2215,8,7,380984.67,49,6343,106,46.2,POS Terminal,OTP,0,1,0,FALSE
1005253,18743.12,2,67.2,70,0.38,2813,0,22,419920.32,8,6546,19,44.8,Mobile App,OTP,0,0,0,FALSE
1005254,24726.84,5,17.5,22,0.01,1534,13,16,381801.71,104,14054,31,26.9,Web Banking,Password Only,1,0,1,FALSE
1005255,8774.57,5,61,13,0.28,4223,19,9,397408.31,95,12877,18,89.7,Mobile App,Biometric,0,0,0,FALSE
1005256,14325.1,1,93.1,34,0.31,1136,5,15,157538.67,7,12036,41,52.5,Web Banking,Biometric,0,0,1,FALSE
1005257,9631.95,11,94.3,70,0.97,3648,2,22,411316.22,58,1371,81,84.6,POS Terminal,Biometric,1,1,0,TRUE
1005258,14001.26,11,25.1,42,0.23,1648,18,23,384436.28,33,13105,18,65.2,Mobile App,Two-Factor Authentication,1,1,0,FALSE
1005259,8570.51,4,0,0,0.51,269,10,9,343130.03,92,11134,54,85.3,ATM,Password Only,1,1,1,FALSE
1005260,15583.82,6,0,54,0.78,2449,17,19,286698.37,99,835,16,54.6,POS Terminal,OTP,1,1,0,TRUE
1005261,19030.67,6,44,19,0.36,281,9,23,211509.94,104,1591,33,78,Web Banking,OTP,0,0,1,FALSE
1005262,17233.34,2,88.7,51,0.52,2218,3,0,258243.06,115,640,34,31.2,Mobile App,OTP,1,0,1,FALSE
1005263,12629.32,12,22.9,40,0.11,211,3,6,7586.87,98,9153,12,68.5,Web Banking,Password Only,0,1,1,FALSE
1005264,9648.55,11,5.1,5,0.45,454,10,24,43050.41,57,856,104,95.9,ATM,OTP,1,0,1,FALSE
1005265,8782.34,2,59.3,65,0.57,3903,2,20,129139.21,10,7720,93,67,Mobile App,Two-Factor Authentication,1,0,1,FALSE
1005266,3923.86,4,86.9,25,0.52,2521,10,15,332631.25,87,1969,99,62.1,Mobile App,Two-Factor Authentication,1,0,0,FALSE
1005267,13408.42,8,49,62,0.65,1074,5,23,162946.45,88,4014,67,35.6,Mobile App,Password Only,0,0,0,TRUE
1005268,21846.88,10,85.4,54,0.08,620,10,7,241986.52,33,2136,58,87.4,Mobile App,Two-Factor Authentication,0,1,1,FALSE
1005269,4311.26,8,37.8,60,0.22,4446,2,4,283729.99,8,9263,65,38.8,ATM,Two-Factor Authentication,0,0,0,FALSE
1005270,5796.12,12,0,80,0.86,3390,3,3,454084.86,115,4619,18,91.8,Mobile App,OTP,0,1,1,TRUE
1005271,2665.44,12,94.8,65,0.22,3313,23,22,171372.28,28,8818,40,3.6,Mobile App,Password Only,0,1,0,FALSE
1005272,20874.87,3,38.1,78,0.37,3642,11,23,30609.69,83,11031,57,67.7,Web Banking,Two-Factor Authentication,1,0,0,FALSE
1005273,4742.97,12,64.5,78,0.4,3981,14,23,184115.92,77,11065,113,55.4,Mobile App,Biometric,1,1,0,FALSE
1005274,12978.25,2,73.6,16,0.06,4799,6,13,175665.61,71,1999,28,34.8,Mobile App,Two-Factor Authentication,1,0,0,FALSE
1005275,2474.21,10,77.7,67,0.72,1721,2,1,371077.62,5,13079,20,67.1,Web Banking,OTP,0,1,0,TRUE
1005276,18646.83,12,51.6,34,0.29,1103,20,24,368144.44,21,5315,16,16.5,Mobile App,OTP,1,0,1,FALSE
1005277,6400.81,8,48.9,29,0.01,299,3,19,194856.57,47,5303,118,19.2,Mobile App,OTP,1,1,0,FALSE
1005278,24784.22,1,0,13,0.54,3334,0,20,250336.82,109,5543,22,52.9,Mobile App,Two-Factor Authentication,0,1,0,FALSE
1005279,1538.85,2,47.6,75,0.19,1503,1,21,123213.28,105,11742,106,52,Web Banking,OTP,1,1,0,FALSE
1005280,1446.56,8,90.4,71,0.29,220,6,10,176943.02,113,14138,25,36.1,ATM,Password Only,0,0,0,FALSE
1005281,9654.54,12,24,36,0.22,2080,11,13,217246.4,96,4044,83,84.8,ATM,OTP,0,0,1,FALSE
1005282,2346.28,4,28.6,51,0.49,2621,21,24,163429.36,42,11679,108,43.5,Mobile App,OTP,0,1,0,FALSE
1005283,22010.63,8,74.6,28,0.01,3061,10,15,161123.53,47,5292,44,65.3,Web Banking,OTP,1,1,1,FALSE
1005284,18122.1,12,58.3,53,0.28,2213,0,9,108625.63,26,8279,68,71.2,ATM,Biometric,0,0,0,FALSE
1005285,4029.88,11,24.6,75,0.26,847,1,9,430798.93,68,8196,116,62.5,Mobile App,OTP,0,0,1,FALSE
1005286,6674.62,8,54.3,65,0.61,1285,10,3,350866.76,117,3507,51,46.5,POS Terminal,OTP,0,1,0,TRUE
1005287,3348.85,3,75.3,78,0.2,534,18,19,210004.53,65,438,33,16.3,POS Terminal,Password Only,0,0,1,FALSE
1005288,17865.27,8,14.3,47,0.59,1198,12,16,213285.86,28,8577,101,6.7,Mobile App,OTP,0,1,1,FALSE
1005289,7364.01,10,56.3,68,0.12,3760,7,8,385916.87,2,4374,25,63.6,Mobile App,Password Only,0,0,0,FALSE
1005290,6574.37,2,21.2,60,0.66,322,15,2,160318.35,12,4362,117,9.2,Mobile App,OTP,0,0,1,TRUE
1005291,5266.68,4,82,18,0.99,3330,20,3,355626.88,51,2642,42,65.2,Mobile App,Biometric,1,1,0,TRUE
1005292,19948,5,95.7,63,0.42,2449,9,17,189978.77,16,5221,95,40.7,POS Terminal,OTP,0,0,1,FALSE
1005293,850.66,10,66.3,79,0.34,2769,1,23,234397.31,16,10806,5,0,POS Terminal,Password Only,0,0,1,FALSE
1005294,8025.99,10,73.5,63,0.51,1105,3,18,429574.49,31,4921,13,14.5,Mobile App,OTP,1,0,1,FALSE
1005295,23523.71,2,28.6,18,0.16,4378,21,0,310872.62,36,3838,50,94.7,Web Banking,OTP,0,0,0,FALSE
1005296,10007.06,11,45.2,30,0.83,4356,11,12,416126.72,16,11654,3,83.1,Web Banking,OTP,1,1,1,TRUE
1005297,6610.64,12,38.5,27,0.15,1230,22,22,147884.03,80,1571,117,63,Mobile App,Biometric,1,0,0,FALSE
1005298,13745.14,6,82.7,33,0.48,313,3,23,473179.46,51,9218,1,38.2,Web Banking,Biometric,0,0,1,FALSE
1005299,15146.56,12,49.7,78,0.36,4612,15,7,69447.57,6,3315,90,21.7,POS Terminal,Biometric,1,0,0,FALSE
1005300,24035.8,12,27.6,45,0.01,4606,2,4,16757.77,21,5959,25,19.2,Mobile App,OTP,0,0,0,FALSE
1005301,24301.88,5,96.7,37,0.99,1415,0,3,124419.87,61,9347,22,46,Mobile App,OTP,0,1,1,TRUE
1005302,23438.2,4,87.1,66,0.18,3051,23,20,16632.3,63,7709,22,3.6,Mobile App,Two-Factor Authentication,0,1,0,FALSE
1005303,23826.68,10,49.2,10,0.35,997,10,4,451937.44,64,1062,64,22.3,Mobile App,OTP,1,1,1,FALSE
1005304,21999.46,2,30.7,27,0.43,2785,14,20,351552.89,31,11726,42,0.5,Mobile App,Password Only,0,0,1,FALSE
1005305,23466.98,7,79.3,24,0.99,2719,17,2,468230.98,106,1627,115,84,Mobile App,Biometric,1,1,1,TRUE
1005306,15296.62,4,14.5,5,0.82,252,12,12,43850.08,111,5385,9,99.7,Web Banking,OTP,0,1,1,TRUE
1005307,7314.29,8,8.3,80,0.82,68,2,5,303010.04,11,11409,59,21.5,Web Banking,Biometric,1,1,0,TRUE
1005308,22615.5,5,63.2,0,0.16,3867,23,25,344429.83,100,4769,92,38.3,Mobile App,OTP,1,0,1,FALSE
1005309,10002.52,8,23.6,0,0.01,3135,9,8,417290.73,62,11491,58,52.6,Mobile App,OTP,1,1,1,FALSE
1005310,8934.13,10,39.8,62,0.37,187,0,20,386858.65,102,7610,29,100,ATM,Two-Factor Authentication,1,1,1,FALSE
1005311,11269.84,3,16.3,32,0.06,1707,16,20,88472.74,24,12225,10,42.6,ATM,OTP,0,1,1,FALSE
1005312,17377.74,4,42.4,52,0.82,3672,0,24,230926.47,68,1707,51,96.2,Mobile App,OTP,1,0,1,TRUE
1005313,23312.94,2,82.3,62,0.01,1242,17,6,175065.17,57,14169,84,76.5,Mobile App,Password Only,0,1,1,FALSE
1005314,12908.93,3,49.5,40,0.29,1728,2,18,424646.8,86,11876,60,57.5,ATM,Password Only,1,1,1,FALSE
1005315,12580.92,9,4.3,64,0.43,4500,7,16,313183.89,114,1388,94,50.4,Mobile App,Password Only,0,0,1,FALSE
1005316,18774.81,4,78.7,19,0.3,3576,18,4,425270.56,45,12091,84,31.9,Mobile App,OTP,1,0,0,FALSE
1005317,330.38,6,42.1,28,0.24,4670,18,12,415258.29,12,5290,74,14.6,Mobile App,Two-Factor Authentication,1,0,0,FALSE
1005318,20873.66,12,17.4,66,0.53,303,21,24,30472.28,24,8467,111,11.7,Mobile App,Two-Factor Authentication,0,0,1,FALSE
1005319,24130.02,1,91.5,6,0.8,4529,7,9,432077.58,2,14514,35,19.4,Mobile App,Biometric,0,1,1,TRUE
1005320,6140.21,6,30.6,1,0.39,4877,11,1,106618.86,115,6334,104,48.6,Mobile App,Two-Factor Authentication,0,1,1,FALSE
1005321,10370.2,1,50.3,52,0.9,3433,17,4,188490.51,119,13966,66,73.7,Web Banking,OTP,1,0,1,TRUE
1005322,452.34,8,71.7,52,0.57,361,10,16,479576.4,13,13236,91,46.5,ATM,OTP,0,1,1,FALSE
1005323,10806.09,1,86.9,43,0.01,442,15,11,242122.17,53,7467,29,6.4,POS Terminal,Password Only,1,0,0,FALSE
1005324,18089.56,11,35.6,3,0.27,509,1,23,317956.43,110,808,31,43,Mobile App,Biometric,1,1,0,FALSE
1005325,15576.13,4,50.7,62,0.01,3072,2,18,237623.64,98,7797,67,21.5,Mobile App,OTP,1,0,1,FALSE
1005326,2217.78,1,0,45,0.24,435,19,0,204337.86,25,3346,71,37.9,Web Banking,OTP,1,1,1,FALSE
1005327,1212.77,12,2.4,3,0.24,2575,21,1,118921.27,101,10867,48,75.8,Web Banking,Two-Factor Authentication,1,1,1,FALSE
1005328,71.79,12,27.3,4,0.39,334,22,3,443357.08,23,4987,118,21.3,Mobile App,Password Only,0,0,1,FALSE
1005329,147.9,10,79.8,17,0.29,1850,16,0,38811.73,71,7343,5,10.6,Mobile App,Password Only,0,1,1,FALSE
1005330,24540.87,2,41.7,63,0.58,2747,22,3,479087.63,119,6250,20,43.2,Mobile App,OTP,1,1,0,FALSE
1005331,2100.29,4,80.4,2,0.89,4945,3,25,278841.6,40,12146,30,53.3,Mobile App,OTP,1,1,0,FALSE
1005332,21846.23,11,57.3,7,0.67,715,14,21,200856.1,55,11726,76,66.8,Mobile App,OTP,1,0,0,FALSE
1005333,20235.43,5,61.5,24,0.01,1862,7,25,91730.02,57,14557,14,9.2,POS Terminal,OTP,1,0,0,FALSE
1005334,9121.7,3,88.6,7,0.11,659,4,7,479525.81,8,14318,108,91.2,Mobile App,OTP,1,0,0,FALSE
1005335,13382.37,10,35.3,10,0.32,188,12,13,143774.52,104,7027,36,14.3,POS Terminal,OTP,0,0,1,FALSE
1005336,18610.12,2,57.7,20,0.14,1043,21,20,118919.02,54,1520,54,17.3,ATM,OTP,0,1,1,FALSE
1005337,362.24,9,19.5,24,0.55,3747,16,5,327556.06,56,1984,6,40.3,Mobile App,Two-Factor Authentication,0,1,0,FALSE
1005338,16377.54,4,58,26,0.23,3133,19,10,396540.29,86,4574,80,32.3,Web Banking,OTP,0,0,1,FALSE
1005339,6762.04,5,51.3,40,0.18,2106,10,5,287663.41,23,3623,45,23.2,Web Banking,Biometric,1,1,0,FALSE
1005340,3914.98,11,67.5,7,0.2,210,6,6,109524.63,87,12018,27,64.5,Mobile App,Biometric,0,0,0,FALSE
1005341,2212.37,1,24.2,34,0.41,2518,17,8,334013.09,83,4037,58,21.6,Mobile App,OTP,0,0,1,FALSE
1005342,20310.69,6,81.1,25,0.25,468,17,23,140489.49,25,1211,2,29.6,Web Banking,OTP,0,1,1,FALSE
1005343,10167.33,10,75.1,58,0.16,4917,14,20,68287.69,27,14714,15,55.8,Web Banking,OTP,1,1,1,FALSE
1005344,14928.17,12,74.1,34,0.78,4050,7,8,177113.78,44,12654,43,47,Web Banking,Biometric,1,0,1,TRUE
1005345,3646.99,11,96.4,14,0.64,1393,15,0,422937.33,66,7834,32,51.2,Mobile App,OTP,1,1,1,TRUE
1005346,4217.07,12,100,27,0.58,1912,21,15,468301.75,30,10038,45,66,Mobile App,Password Only,0,0,0,FALSE
1005347,13965.06,5,99.5,10,0.13,4010,1,3,207954.69,47,13977,26,68,Web Banking,Password Only,1,0,0,FALSE
1005348,6000.63,6,27.8,76,0.29,2150,8,25,249325.14,108,9561,22,91.2,Mobile App,OTP,1,0,1,FALSE
1005349,23118.9,9,32.1,68,0.4,1519,1,23,412295.98,27,2113,60,2.4,Web Banking,Password Only,1,1,0,FALSE
1005350,10433.93,11,54.9,55,0.01,663,9,2,102273.14,119,2576,108,81.6,POS Terminal,Two-Factor Authentication,0,0,1,FALSE
1005351,2995.15,11,49.9,46,0.37,15,8,13,475755.3,96,13201,65,86.6,Web Banking,Password Only,1,1,1,FALSE
1005352,15814.12,1,94.4,60,0.09,2214,3,15,102796.46,13,3814,54,10.2,Web Banking,OTP,1,0,1,FALSE
1005353,11132.14,12,61.3,77,0.43,740,3,4,97044.44,47,8109,94,19.8,Web Banking,Biometric,1,1,1,FALSE
1005354,9077.68,2,10,36,0.11,376,3,7,108466.32,24,9926,64,53.9,Web Banking,Two-Factor Authentication,0,1,1,FALSE
1005355,1420.37,9,45.6,27,0.49,1695,13,17,270999.98,19,10500,98,6.5,Web Banking,OTP,1,0,0,FALSE
1005356,17180.11,12,69.4,76,0.31,2871,15,18,279135.88,114,12010,110,78.1,Mobile App,OTP,0,1,0,FALSE
1005357,14874.14,6,31.2,28,0.44,1222,0,19,164735.5,89,13102,99,27.8,POS Terminal,OTP,1,1,0,FALSE
1005358,3479.96,11,42.2,10,0.33,3471,0,22,295449.31,56,12079,114,52.5,Mobile App,OTP,0,0,0,FALSE
1005359,20428.5,9,79.6,35,0.24,2780,17,4,129467.81,78,9307,61,83.6,Mobile App,OTP,0,0,0,FALSE
1005360,14497.75,9,50,2,0.18,1463,17,9,314959.07,53,14492,65,57.7,Mobile App,OTP,1,1,0,FALSE
1005361,8827.27,8,46.2,49,0.69,1479,12,20,354561.12,58,3852,90,79.9,Mobile App,Password Only,0,0,1,TRUE
1005362,23015.8,7,77.5,62,0.54,4525,5,21,324735.95,100,3050,56,58.8,Web Banking,Two-Factor Authentication,0,1,0,FALSE
1005363,4741.87,5,25.2,48,0.15,3227,4,0,116358.34,45,3377,74,85.5,Mobile App,Password Only,0,0,0,FALSE
1005364,21163.61,1,0.5,3,0.5,1927,3,14,392034.83,26,7655,1,25.6,ATM,OTP,1,1,0,TRUE
1005365,18482.54,1,68,8,0.09,1575,19,1,253199.8,48,4478,120,3.9,Mobile App,Two-Factor Authentication,0,1,1,FALSE
1005366,11534.43,3,62.1,9,0.99,486,7,21,275884.22,53,8021,54,62.5,Mobile App,Biometric,0,1,0,TRUE
1005367,3737.6,6,75.9,33,0.4,3082,0,7,305407.61,67,6436,14,59,Mobile App,OTP,0,1,1,FALSE
1005368,5042.3,6,82,40,0.14,3863,15,19,244686.18,23,5390,97,14.1,Web Banking,Password Only,1,0,0,FALSE
1005369,3072.27,12,70.6,40,0.11,4049,6,20,420707.44,33,8854,19,67.7,ATM,Two-Factor Authentication,1,0,0,FALSE
1005370,2011.47,11,50.2,50,0.02,4968,12,21,388479.15,20,10142,85,66.6,Mobile App,Password Only,1,1,0,FALSE
1005371,8235.79,2,0.2,23,0.81,1025,4,2,327307.28,34,13899,82,44.4,Mobile App,Biometric,0,1,1,FALSE
1005372,17000.16,1,79.9,25,0.27,3450,12,4,51919.3,11,9507,40,71.9,POS Terminal,Two-Factor Authentication,1,1,1,FALSE
1005373,22879.06,8,87.9,30,0.76,2306,14,23,2075.49,21,10311,114,50.7,Mobile App,Password Only,1,0,0,FALSE
1005374,11225.47,5,11.4,14,0.45,4288,3,8,338839.6,70,940,38,96.9,Web Banking,Biometric,0,0,0,FALSE
1005375,17537.19,3,64.1,30,0.37,2731,22,9,106202.99,25,2598,79,0,Mobile App,Two-Factor Authentication,0,0,0,FALSE
1005376,21646.72,4,62.5,1,0.25,429,20,0,289118.21,87,13354,60,47.2,Mobile App,Biometric,0,0,0,FALSE
1005377,6512.28,3,15.3,7,0.24,362,10,22,304060.37,92,6310,72,76.1,Mobile App,OTP,0,1,0,FALSE
1005378,23144.66,12,59.1,57,0.37,3359,15,17,46535.57,61,13816,6,37.8,Mobile App,Two-Factor Authentication,0,0,0,FALSE
1005379,9393.01,4,33.9,35,0.51,4383,9,4,177791.49,57,2391,22,32,ATM,OTP,1,1,1,FALSE
1005380,15077.7,6,13.3,75,0.3,4903,2,13,122928.64,42,520,55,28.9,Web Banking,Biometric,1,0,0,FALSE
1005381,9406.32,4,47.9,69,0.9,1994,21,18,496690.31,75,11419,5,88.8,ATM,OTP,1,1,0,TRUE
1005382,18985.15,8,0,64,0.2,3408,1,12,207752.67,103,5323,106,36.3,Web Banking,Password Only,0,0,1,FALSE
1005383,24678.75,9,82.8,6,0.1,849,7,13,360061.82,44,6333,100,35.1,Web Banking,OTP,1,0,1,FALSE
1005384,22531.56,2,25.5,6,0.02,2760,6,1,245764.45,48,7914,2,48.1,Web Banking,Password Only,0,1,0,FALSE
1005385,21316.2,1,35.9,53,0.4,4306,6,12,297072.14,42,13077,5,93.5,POS Terminal,Password Only,1,0,0,FALSE
1005386,2074.54,3,37.2,38,0.38,3760,23,17,449388.2,109,5747,118,28.2,Mobile App,Password Only,0,0,0,FALSE
1005387,7106.29,12,81.7,61,0.66,2604,0,0,115441.57,48,13965,68,20.7,Mobile App,OTP,0,0,1,TRUE
1005388,15818.97,12,96,58,0.38,1859,7,17,221418.73,66,10906,64,74.3,Web Banking,Password Only,0,0,0,FALSE
1005389,6672.64,5,94.5,43,0.26,3745,10,24,462717.5,79,1649,7,57.8,POS Terminal,Two-Factor Authentication,0,0,0,FALSE
1005390,10509.01,9,72.4,40,0.53,1211,16,13,98892.42,36,5099,8,85.5,POS Terminal,Biometric,1,0,0,FALSE
1005391,18597.84,2,13.1,56,0.19,4331,16,5,179447.09,110,4839,30,18.2,Web Banking,OTP,0,1,1,FALSE
1005392,9272.33,4,5.8,76,0.74,3519,10,24,75347.45,67,5171,64,0,Mobile App,OTP,1,1,1,TRUE
1005393,18831.27,5,9.9,54,0.69,4863,9,24,347567.97,30,11249,54,60.1,Mobile App,OTP,0,0,1,TRUE
1005394,16207.81,2,44.8,54,0.45,4263,14,7,219949.1,25,1321,28,50.2,POS Terminal,OTP,1,0,1,FALSE
1005395,15391.88,12,25.6,2,0.27,1740,22,10,108500.33,36,9731,56,27.6,Mobile App,Biometric,1,0,1,FALSE
1005396,7375.7,12,75.5,45,0.17,1110,13,13,14302.54,115,2510,108,49.1,Mobile App,Two-Factor Authentication,0,1,1,FALSE
1005397,9511.49,8,76.7,42,0.39,3156,22,15,297748.18,74,2175,52,0.7,POS Terminal,Password Only,0,1,0,FALSE
1005398,20676.38,9,15.6,59,0.95,4754,11,12,113114.34,106,13805,12,33.4,Mobile App,Biometric,1,1,0,TRUE
1005399,19500.95,11,72.8,11,0.35,1794,3,18,83751.07,4,6102,96,53.4,Web Banking,Biometric,0,1,1,FALSE
1005400,10544.22,12,0,35,0.34,2396,22,13,361029.33,68,661,84,7.1,Web Banking,OTP,0,1,0,FALSE
1005401,6887.43,1,16.1,8,0.29,3363,0,10,114788.2,29,10232,71,95.4,Mobile App,OTP,1,0,0,FALSE
1005402,23900.59,5,74.9,61,0.27,4607,19,8,368508.66,14,4974,42,56.2,Mobile App,OTP,0,0,1,FALSE
1005403,19098.79,5,21.4,69,0.71,2766,20,5,61074.07,85,14202,11,0,Mobile App,OTP,0,0,0,FALSE
1005404,24977.29,12,20.2,10,0.49,614,16,23,142277.79,69,14616,88,12.9,Web Banking,OTP,1,0,0,FALSE
1005405,14226.46,9,28.2,3,0.41,349,10,19,456388.88,89,521,4,8.8,Mobile App,OTP,0,1,1,FALSE
1005406,9979.51,5,28.6,29,0.3,978,6,20,146734.36,45,1845,34,43.5,Mobile App,Password Only,0,1,1,FALSE
1005407,21506.2,11,26,20,0.58,1397,4,4,456098.29,70,1416,79,0,POS Terminal,OTP,0,0,1,TRUE
1005408,6687.58,1,48.6,76,0.46,3374,23,22,240201.83,26,8245,70,100,Mobile App,Password Only,1,0,0,FALSE
1005409,12831.42,9,100,14,0.37,258,0,22,107011.72,11,925,14,41.4,Mobile App,OTP,1,0,0,FALSE
1005410,22859.99,10,100,0,0.28,3864,0,2,483958.81,17,11791,22,35.9,Mobile App,OTP,0,1,0,FALSE
1005411,3737.4,3,72.5,37,0.44,611,8,10,215696.72,54,2050,57,26.5,Mobile App,OTP,0,0,0,FALSE
1005412,23160.92,4,54.5,64,0.27,3527,3,12,494934,10,3864,83,41.4,POS Terminal,OTP,0,1,0,FALSE
1005413,6023.79,11,98.4,59,0.01,2936,12,10,436294.95,98,12954,54,62.1,Mobile App,Biometric,1,1,0,FALSE
1005414,4757.04,2,58.4,1,0.32,3208,22,3,242668.89,74,5496,111,74.5,Mobile App,Two-Factor Authentication,0,0,1,FALSE
1005415,8277.4,6,15.5,39,0.19,4216,7,12,61011.22,102,11322,90,85.2,ATM,OTP,0,1,1,FALSE
1005416,3984.89,8,30.8,61,0.8,140,15,23,95884.5,114,2770,60,79.9,Web Banking,OTP,0,0,1,TRUE
1005417,6096.16,1,25.1,17,0.57,4179,21,7,475131.08,44,2184,99,62.6,Mobile App,Two-Factor Authentication,1,0,1,FALSE
1005418,6555.76,6,46.6,60,0.28,1459,11,2,229891.02,52,6817,22,86.7,POS Terminal,Biometric,1,0,0,FALSE
1005419,7404.49,11,18.6,7,0.07,1535,9,7,244067.72,47,2839,83,31.3,Web Banking,OTP,1,0,1,FALSE
1005420,11236.97,11,95.5,33,0.27,2576,22,25,133973.11,62,4622,15,19.5,Mobile App,Biometric,1,0,1,FALSE
1005421,7142.34,3,66.9,76,0.09,3930,13,3,153985.11,79,3959,74,10.4,Web Banking,OTP,0,0,1,FALSE
1005422,5486.7,5,53.7,0,0.37,3987,6,5,385565.15,34,4586,91,0.4,POS Terminal,OTP,1,1,1,FALSE
1005423,17419.46,5,100,58,0.33,4771,11,10,1326.66,13,5768,75,95.7,Web Banking,Two-Factor Authentication,0,0,1,FALSE
1005424,16017.35,12,13.4,3,0.76,3910,20,10,444746.93,115,7185,90,1.5,Web Banking,OTP,1,1,0,TRUE
1005425,15763.77,12,66.7,62,0.45,4070,3,8,334236.66,114,1616,46,69.5,POS Terminal,Two-Factor Authentication,0,0,1,FALSE
1005426,9641.36,5,6.2,21,0.14,443,15,23,348839.75,86,1264,32,63.4,Web Banking,OTP,0,0,0,FALSE
1005427,1497.74,11,50.6,28,0.29,2257,7,15,344109.65,71,9952,21,95.1,Mobile App,OTP,1,0,0,FALSE
1005428,2530.74,12,88.3,18,0.03,4330,6,18,325122.26,103,5668,90,55.3,Mobile App,OTP,1,0,0,FALSE
1005429,16363.42,11,52.3,60,0.41,1266,12,7,376574.6,10,1004,7,44,Web Banking,Two-Factor Authentication,1,0,1,FALSE
1005430,5021.12,6,67.6,48,0.37,4830,1,12,267950.51,106,11528,30,86.3,Mobile App,Password Only,1,1,1,FALSE
1005431,17302.2,2,10.2,63,0.37,4519,9,3,303793.21,12,10901,67,48.7,POS Terminal,Biometric,0,1,1,FALSE
1005432,12020.95,4,88.4,29,0.28,2238,7,12,128701.08,78,14364,73,56.6,Mobile App,Two-Factor Authentication,1,0,0,FALSE
